code,icao,name,city_code,country,city,state,county
TGP,UNIP,Podkamennaya Tunguska Airport,TGP,RU,Podkamennaya Tunguska,Krasnoyarskiy,
TGQ,SWTS,Tangara da Serra,TGQ,BR,Nova Olimpia,Mato Grosso,Nova Olimpia
TGR,DAUK,Touggourt Airport,TGR,DZ,Touggourt,Ouargla,
TGS,,Chokwe,TGS,MZ,Chokwe,Gaza,
TGT,HTTG,Tanga Airport,TGT,TZ,Tanga,Tanga,
TGU,MHTG,Toncontin Airport,TGU,HN,Tegucigalpa,Francisco Morazan,
TGV,LBTG,Targovishte,TGV,BG,Suedinenie,Plovdiv,Obshtina Suedinenie
TGZ,MMTG,Angel Albino Corzo International Airport,TGZ,MX,Ignacio Allende,Chiapas,Chiapa de Corzo
THA,KTHA,Tullahoma/William Northern Field,THA,US,,,
THB,FXTA,Thaba-Tseka,THB,LS,Bergville,KwaZulu-Natal,uThukela District Municipality
THC,GLTN,Tchien,THC,LR,Zwedru,Grand Gedeh,
THD,VVTX,Bai Thuong Airport,THD,VN,Thi Tran Tho Xuan,Thanh Hoa,
THE,SBTE,Teresina Airport,THE,BR,Teresina,Piaui,Teresina
THG,YTNG,Thangool,THG,AU,,,
THH,NZTS,Taharoa,THH,NZ,Raglan,Waikato,Waikato District
THI,GQNC,Tichitt,THI,MR,'Ayoun el 'Atrous,Hodh el Gharbi,
THK,VLTK,Thakhek,THK,LA,Thakhek,Khammouan,
THL,VYTL,Tachilek Airport,THL,MM,Mae Sai,Chiang Rai,
THM,KTHM,Thompsonfield,THM,US,Mexico,Missouri,Audrain County
THN,ESGT,Trollhattan Airport,THN,SE,Trollhattan,Vaestra Goetaland,Trollhattan
THO,BITN,Thorshofn,THO,IS,,,
THP,KHSG,Hot Springs,THP,US,Thermopolis,Wyoming,Hot Springs County
THQ,ZLTS,Maijishan,THQ,CN,Beidao,Gansu Sheng,
THR,OIII,Mehrabad International Airport,THR,IR,Tehran,Tehran,
THS,VTPO,Sukhothai Airport,THS,TH,Si Samrong,Sukhothai,
THT,GQNT,Tamchakett,THT,MR,Kiffa,Assaba,
THU,BGTL,Pituffik Airport,THU,GL,,,
THV,KTHV,York Airport,THV,US,Valley View,Pennsylvania,York County
THW,,Harbour SPB,TRR,LK,,,
THX,UOTT,Turukhansk Airport,THX,RU,Turukhansk,Krasnoyarskiy,
THY,FATH,Thohoyandou,THY,ZA,Thohoyandou,Limpopo,Vhembe District Municipality
THZ,DRRT,Tahoua,THZ,NE,Tahoua,Tahoua,
TIA,LATI,Tirana International Airport,TIA,AL,Preze,Tirane,Rrethi i Tiranes
TIB,SKTB,Tibu,TIB,CO,Tibu,Norte de Santander,
TIC,,Tinak Island,TIC,MH,Arno,Arno Atoll,
TID,DAOB,Bouchekif Abde Al-hafidh Boussof,TID,DZ,Tiaret,Tiaret,
TIE,HATP,Tippi,TIE,ET,Tippi,"Southern Nations, Nationalities, and People's Region",
TIF,OETF,Taif Airport,TIF,SA,Ta'if,Makkah,
TIG,,Tingwon,TIG,PG,,,
TIH,NTGC,Tikehau Atoll Airport,TIH,PF,,,
TII,OATN,Tirinkot,TII,AF,Tarinkot,Oruzgan,Tarin Kot
TIJ,MMTJ,Tijuana Airport,TIJ,MX,Tijuana,Baja California,
TIK,KTIK,Tinker AFB,OKC,US,Midwest City,Oklahoma,Oklahoma County
TIL,CFQ4,Inverlake,TIL,CA,Bembridge,England,Isle of Wight
TIM,WAYY,Timika Airport,TIM,ID,Mapurujaya,Papua,
TIN,DAOF,Tindouf Airport,TIN,DZ,Tindouf,Tindouf,
TIO,VYHN,Tilin,TIO,MM,Nay Pyi Taw,Mandalay,
TIP,HLLT,Tripoli International Airport,TIP,LY,Al 'Aziziyah,Sha`biyat al Jafarah,
TIQ,PGWT,Tinian International,TIQ,MP,San Jose Village,Tinian,
TIR,VOTP,Tirupati Airport,TIR,IN,Renigunta,Andhra Pradesh,Chittoor
TIS,,Thursday Island,TIS,AU,,,
TIU,NZTU,Timaru Airport,TIU,NZ,Timaru,Canterbury,Timaru District
TIV,LYTV,Tivat Airport,TIV,ME,Tivat,Tivat,
TIW,KTIW,Industrial,TIW,US,Wollochet,Washington,Pierce County
TIX,KTIX,Space Coast Regional,TIX,US,Port Saint John,Florida,Brevard County
TIY,GQND,Tidjikja,TIY,MR,Tidjikja,Tagant,
TIZ,AYTA,Tari Airport,TIZ,PG,Tari,Hela,
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,TJA,BO,Tarija,Tarija,
TJB,WIBT,Tanjung Balai,TJB,ID,Tanjungbalai,North Sumatra,
TJC,,Ticantiki,TJC,PA,Nargana,Guna Yala,
TJG,WAON,Tanjung Warukin,TJG,ID,Simpang,Jambi,
TJH,RJBT,Tajima,TJH,JP,Toyooka,Hyogo,
TJI,MHTJ,Capiro,TJI,HN,Trujillo,Colon,
TJK,LTAW,Tokat,TJK,TR,Yesilyurt,Tokat,
TJL,SBTG,Três Lagoas Airport,TJL,BR,Tres Lagoas,Mato Grosso do Sul,Tres Lagoas
TJM,USTR,Roshchino International Airport,TJM,RU,Moskovskiy,Tjumen,
TJN,NTKM,Takume,TJN,PF,Atuona,,
TJQ,WIKT,Bulutumbang Airport,TJQ,ID,Tanjung Pandan,Bangka-Belitung Islands,
TJS,WALG,Tanjung Selor,TJS,ID,Tanjung Palas,North Kalimantan,
TJU,UTDK,Kulyab Airport,TJU,TJ,Kulob,Khatlon,
TJV,VOTJ,Thanjavur,TJV,IN,Thanjavur,Tamil Nadu,Thanjavur
TKA,PATK,Talkeetna,TKA,US,,,
TKB,AYTZ,Tekadu,TKB,PG,,,
TKC,FKKC,Tiko,TKC,CM,Mutengene,South-West Province,
TKD,DGTK,Takoradi Airport,TKD,GH,,,
TKE,TKE,Tenakee SPB,TKE,US,Sitka,Alaska,Sitka City and Borough
TKF,KTRK,Truckee-Tahoe,TKF,US,Truckee,California,Nevada County
TKG,WILL,Radin Inten II Airport,TKG,ID,Natar,Lampung,
TKH,VTPI,Nakhon Sawan,TKH,TH,Takhli,Nakhon Sawan,
TKI,57A,Tokeen,TKI,US,,,
TKJ,PFTO,Tok,TKJ,US,,,
TKK,PTKK,Chuuk International Airport,TKK,FM,Weno Town,Chuuk,Weno-Choniro Municipality
TKL,TKL,Taku SPB,TKL,US,,,
TKM,,El Peten,TKM,GT,,,
TKN,RJKN,Tokunoshima,TKN,JP,Naze,Kagoshima,
TKO,FXTK,Tlokoeng,TKO,LS,Mokhotlong,Mokhotlong,
TKP,NTGT,Takapoto,TKP,PF,,,
TKQ,HTKA,Kigoma Airport,TKQ,TZ,Kigoma,Kigoma,
TKR,VGSG,Thakurgaon,TKR,BD,Thakurgaon,Rangpur Division,
TKS,RJOS,Tokushima Awaodori Airport,TKS,JP,Narutocho-mitsuishi,Tokushima,
TKT,VTPT,Tak,TKT,TH,Tak,Tak,
TKU,EFTU,Turku Airport,TKU,FI,Turku,Varsinais-Suomi,Turku
TKV,NTGO,Tatakoto,TKV,PF,,,
TKW,AYTN,Tekin,TKW,PG,Porgera,Enga,
TKX,NTKR,Takaroa,TKX,PF,Tautira,,
TKY,YTKY,Turkey Creek,TKY,AU,,,
TKZ,NZTO,Tokoroa,TKZ,NZ,Tokoroa,Waikato,South Waikato District
TLA,PATE,Teller Airport,TLA,US,,,
TLB,OPTA,Tarbela,TLB,PK,Khalabat,Khyber Pakhtunkhwa,
TLC,MMTO,Toluca International Airport,MEX,MX,Toluca,Mexico,
TLD,FBLV,Limpopo Valley,TLD,BW,Mathathane,Central,
TLE,FMST,Tulear,TLE,MG,Toliara,Atsimo-Andrefana,Toliara I District
TLF,2K5,Telida,TLF,US,Y,Alaska,Matanuska-Susitna Borough
TLG,,Tulagi Island,TLG,SB,Tulaghi,Central Province,
TLH,KTLH,Tallahassee International Airport,TLH,US,Tallahassee,Florida,Leon County
TLI,WAMI,Tolitoli,TLI,ID,Tolitoli,Central Sulawesi,
TLJ,PATL,Tatalina AFS,TLJ,US,,,
TLK,UECT,Talakan,TLK,RU,Vitim,Sakha,
TLL,EETN,Tallinn Airport,TLL,EE,Tallinn,Harju,Tallinna linn
TLM,DAON,Zenata Airport,TLM,DZ,Remchi,Tlemcen,
TLN,LFTH,Hyeres Airport,TLN,FR,,,
TLO,AYXO,Tol,TLO,PG,,,
TLP,AYQL,Tumolbil,TLP,PG,,,
TLQ,ZWTP,Turpan Jiaohe Airport,TLQ,CN,Laochenglu,Xinjiang Uygur Zizhiqu,
TLR,KTLR,Mefford Field,TLR,US,Tulare,California,Tulare County
TLS,LFBO,Toulouse-Blagnac Airport,TLS,FR,Blagnac,Midi-Pyrenees,Departement de la Haute-Garonne
TLT,TLT,Tuluksak Airport,TLT,US,,,
TLU,SKTL,Tolu,TLU,CO,Tolu,Sucre,
TLV,LLBG,Ben Gurion International Airport,TLV,IL,Kefar Habad,Central District,
TLW,AYVL,Talasea,TLW,PG,,,
TLX,SCTL,Talca,TLX,CL,Talca,Maule,Provincia de Talca
TLY,UHWP,Plastun Airport,TLY,RU,Plastun,Primorskiy,
TLZ,SWKT,Catalao,TLZ,BR,Catalao,Goias,Catalao
TMA,KTMA,Henry Tift Myers,TMA,US,Unionville,Georgia,Tift County
TMB,KTMB,Tamiami,MIA,US,Country Walk,Florida,Miami-Dade County
TMC,WATK,Tambolaka Airport,TMC,ID,Maredakamau,East Nusa Tenggara,
TMD,GQNH,Timbedra,TMD,MR,Nema,Hodh ech Chargui,
TME,SKTM,Gabriel Vargas Santos Airport,TME,CO,Tame,Arauca,
TMF,VRNT,Thimarafushi Airport,TMF,MV,Veymandoo,Thaa Atholhu,
TMG,WBKM,Tomanggong,TMG,MY,Lahad Datu,Sabah,
TMH,WAKT,Tanahmerah,TMH,ID,Tanahmerah,Papua,
TMI,VNTR,Tumling Tar Airport,TMI,NP,,,
TMJ,UTST,Termez Airport,TMJ,UZ,Tirmiz,Surxondaryo,
TMK,,Tamky,TMK,VN,Tam Ky,Quang Nam,
TML,DGLE,Tamale Airport,TML,GH,Tamale,Northern,
TMM,FMMT,Tamatave,TMM,MG,Toamasina,Atsinanana,
TMN,NGTM,Tamana Island,TMN,KI,Toga Village,Nanumanga,
TMO,SVTM,Tumeremo,TMO,VE,Guasipati,Bolivar,Municipio Roscio
TMP,EFTP,Tampere-Pirkkala Airport,TMP,FI,Pirkkala,Pirkanmaa,Tampere
TMQ,DFEM,Tambao,TMQ,BF,Tin-Akoff,Sahel,Province de l'Oudalan
TMR,DAAT,Aguenar - Hadj Bey Akhamok Airport,TMR,DZ,Tamanrasset,Tamanghasset,
TMS,FPST,Sao Tome Island Airport,TMS,ST,Sao Tome,Sao Tome Island,
TMT,SBTB,Trombetas,TMT,BR,Abidos,Para,Obidos
TMU,MRTR,Tambor Airport,TMU,CR,Paquera,Puntarenas,
TMW,YSTW,Tamworth Airport,TMW,AU,Phillip,New South Wales,Tamworth Municipality
TMX,DAUT,Timimoun Airport,TMX,DZ,Timimoun,Adrar,
TMY,,Tiom,TMY,ID,Karubaga,Papua,
TMZ,NZTH,Thames,TMZ,NZ,Thames,Waikato,Thames-Coromandel District
TNA,ZSJN,Jinan Yaoqiang International Airport,TNA,CN,Jinan,Shandong Sheng,
TNB,WRLH,Tanah Grogot,TNB,ID,Tanahgrogot,East Kalimantan,
TNC,PATC,Tin City Afs,TNC,US,,,
TND,MUTD,Trinidad,TND,CU,Trinidad,Sancti Spiritus,
TNE,RJFG,Tanegashima,TNE,JP,Nishinoomote,Kagoshima,
TNF,LFPN,Toussus-le-noble,TNF,FR,Villiers-le-Bacle,Ile-de-France,Departement de l'Essonne
TNG,GMTT,Tangier Ibn Battouta Airport,TNG,MA,Boukhalef,Tanger-Tetouan,Tanger-Assilah
TNH,ZYTN,Tonghua Sanyuanpu Airport,TNH,CN,Hulutao,Jilin Sheng,
TNI,VIST,Satna,TNI,IN,Satna,Madhya Pradesh,Satna
TNJ,WIDN,Kidjang Airport,TNJ,ID,Tanjungpinang,Riau Islands,
TNK,4KA,Tununak,TNK,US,,,
TNL,,Ternopol,TNL,UA,Ternopil',Ternopil,
TNM,SCRM,Teniente R. Marsh Martin,TNM,AQ,Stanley,,
TNN,RCNN,Tainan Airport,TNN,TW,Tainan,Taiwan,Tainan
TNO,MRTM,Tamarindo,TNO,CR,Santa Cruz,Guanacaste,
TNP,KTNP,Twentynine Palms,TNP,US,Twentynine Palms,California,San Bernardino County
TNQ,PLWN,Teraina,TNQ,KI,,,
TNR,FMMI,Antananarivo Airport,TNR,MG,Antananarivo,Analamanga,
TNS,CBX5,Tungsten,TNS,CA,,,
TNT,KTNT,Dade Collier,MIA,US,Miami,Florida,Miami-Dade County
TNU,KTNU,Newton Municipal Airport,TNU,US,Newton,Iowa,Jasper County
TNV,PLFA,Tabuaeran,TNV,KI,Napari Village,Line Islands,Tabuaeran
TNW,SEJD,Jumandy,TNW,EC,,,
TNX,VDST,Stung Treng,TNX,KH,Stung Treng,Stung Treng,
TNZ,ZMTL,Tosontsengel,TNZ,MN,Tosontsengel,Dzabkhan,
TOA,KTOA,Torrance Airport,TOA,US,Torrance,California,Los Angeles County
TOB,HLGN,Tobruk,TOB,LY,Tobruk,Sha`biyat al Butnan,
TOC,KTOC,Toccoa RG Letourneau Field,TOC,US,Toccoa,Georgia,Stephens County
TOD,WMBT,Tioman,TOD,MY,Kampung Tekek,Pahang,
TOE,DTTZ,Tozeur Airport,TOE,TN,Tozeur,Tawzar,
TOF,UNTT,Tomsk Airport,TOF,RU,Tomsk,Tomsk,Tomskiy Rayon
TOG,PATG,Togiak Village,TOG,US,,,
TOH,NVSD,Torres Airstrip,TOH,VU,,,
TOI,KTOI,Troy Municipal Airport,TOI,US,Troy,Alabama,Pike County
TOJ,LETO,Torrejon AFB,MAD,ES,San Fernando de Henares,Madrid,Provincia de Madrid
TOK,,Torokina,TOK,PG,,,
TOL,KTOL,Toledo Express Airport,TOL,US,Whitehouse,Ohio,Lucas County
TOM,GATB,Tombouctou,TOM,ML,Timbuktu,Tombouctou,
TON,AYVO,Tonu,TON,PG,,,
TOO,MRSV,San Vito,TOO,CR,San Vito,Puntarenas,
TOP,KTOP,Philip Billard,TOP,US,Topeka,Kansas,Shawnee County
TOQ,SCBE,Barriles,TOQ,CL,Tocopilla,Antofagasta,Provincia de Tocopilla
TOR,KTOR,Torrington Municipal Airport,TOR,US,Torrington,Wyoming,Goshen County
TOS,ENTC,Tromso/Langnes Airport,TOS,NO,Tromso,Troms,Tromso
TOT,SMCO,Coronie,TOT,SR,Totness,Coronie,
TOU,NWWU,Touho,TOU,NC,Touho,North Province,Touho
TOV,,West End SPB,TOV,VG,,,
TOW,SBTD,Toledo,TOW,BR,Toledo,Parana,Toledo
TOX,USTO,Tobolsk,TOX,RU,Tobol'sk,Tjumen,
TOY,RJNT,Toyama Airport,TOY,JP,Toyama-shi,Toyama,
TOZ,DITM,Touba,TOZ,CI,Touba,Bafing,
TPA,KTPA,Tampa International Airport,TPA,US,Egypt Lake-Leto,Florida,Hillsborough County
TPC,SETR,Tarapoa,TPC,EC,Montalvo,Pastaza,Canton Pastaza
TPE,RCTP,Taiwan Taoyuan International Airport,TPE,TW,Taoyuan City,Taiwan,
TPF,KTPF,Peter O'Knight,TPA,US,Tampa,Florida,Hillsborough County
TPG,WMBI,Taiping,TPG,MY,Taiping,Perak,
TPH,KTPH,Tonopah Airport,TPH,US,,,
TPI,AYTI,Tapini,TPI,PG,,,
TPJ,VNTJ,Taplejung Suketar,TPJ,NP,,,
TPK,WITA,Tapaktuan,TPK,ID,Tapaktuan,Aceh,
TPL,KTPL,Draughon-miller Central Texas Regional,TPL,US,Morgans Point Resort,Texas,Bell County
TPN,SETI,Tiputini,TPN,EC,Pantoja,Loreto,Provincia de Maynas
TPO,,Tanalian Point,TPO,US,Anchor Point,Alaska,Kenai Peninsula Borough
TPP,SPST,Cad. FAP Guillermo del Castillo Paredes Airport,TPP,PE,Tarapoto,San Martin,Provincia de San Martin
TPQ,MMEP,Tepic Airport,TPQ,MX,Tepic,Nayarit,
TPR,YTMP,Tom Price,TPR,AU,,,
TPS,LICT,Trapani-Birgi Airport,TPS,IT,Marsala,Sicily,Trapani
TPT,,Tapeta,TPT,LR,Toulepleu Guere,Dix-Huit Montagnes,
TPU,VNTP,Tikapur,TPU,NP,Tikapur,Far Western,
TPX,NTTU,Tupai,TPX,PF,Faanui,,
TQD,ORAT,Al Taqaddum AB,TQD,IQ,Al Fallujah,Anbar,
TQL,USDS,Tarko-Sale,TQL,RU,Tarko-Sale,Yamalo-Nenetskiy Avtonomnyy Okrug,
TQN,OATQ,Taluqan,TQN,AF,Taloqan,Takhar,
TQO,MMTL,Aeropuerto Internacional de Tulum Felipe Carrillo Puerto,TQO,MX,Tulum,,
TQP,YTEE,Trepell Airport,TQP,AU,,,
TQQ,WA44,Maranggo Airport,TQQ,ID,Lasehao,Sulawesi Tenggara,
TQR,,San Domino Island,TQR,IT,Isole Tremiti,Apulia,Provincia di Foggia
TQS,SKTQ,Tres Esquinas,TQS,CO,Solano,Caqueta,
TRA,RORT,Tarama,TRA,JP,Hirara,Okinawa,
TRB,SKTU,Gonzalo,TRB,CO,Turbo,Antioquia,
TRC,MMTC,Francisco Sarabia International Airport,TRC,MX,Torreon,Coahuila,
TRD,ENVA,Trondheim Airport Vaernes,TRD,NO,Stjordal,Nord-Trondelag,Stjordal
TRE,EGPU,Tiree Airport,TRE,GB,Barra,Scotland,Eilean Siar
TRF,ENTO,Torp Sandefjord Airport,OSL,NO,Sandefjord,Vestfold,Sandefjord
TRG,NZTG,Tauranga City Airport,TRG,NZ,Tauranga,Bay of Plenty,Tauranga City
TRH,L72,Trona,TRH,US,Searles Valley,California,San Bernardino County
TRI,KTRI,Tri-Cities Regional Airport,TRI,US,Spurgeon,Tennessee,Washington County
TRJ,AYTT,Tarakbits,TRJ,PG,Mindiptana,Papua,
TRK,WAQQ,Juwata International Airport,TRK,ID,Tarakan,North Kalimantan,
TRL,KTRL,Terrell Field,TRL,US,Terrell,Texas,Kaufman County
TRM,KTRM,Thermal,TRM,US,East Hemet,California,Riverside County
TRN,LIMF,Turin Airport,TRN,IT,Caselle Torinese,Piedmont,Provincia di Torino
TRO,YTRE,Taree Airport,TRO,AU,Cundletown,New South Wales,Greater Taree
TRP,,Tree Point Heliport,TRP,US,,,
TRQ,SBTK,Tarauaca,TRQ,BR,Tarauaca,Acre,Tarauaca
TRR,VCCT,China Bay,TRR,LK,Trincomalee,Eastern Province,
TRS,LIPQ,Trieste - Friuli Venezia Giulia Airport,TRS,IT,Ronchi dei Legionari,Friuli Venezia Giulia,Provincia di Gorizia
TRT,,Tremonton,TRT,US,Tremonton,Utah,Box Elder County
TRU,SPRU,Trujillo Airport,TRU,PE,Huanchaco,La Libertad,Provincia de Trujillo
TRV,VOTV,Trivandrum International Airport,TRV,IN,Thiruvananthapuram,Kerala,Thiruvananthapuram
TRW,NGTA,Bonriki Airport,TRW,KI,Betio Village,Gilbert Islands,Tarawa
TRX,,Memorial,TRX,US,Trenton,Missouri,Grundy County
TRY,HUTO,Tororo,TRY,UG,Tororo,Eastern Region,Tororo District
TRZ,VOTR,Tiruchirapalli International Airport,TRZ,IN,Tiruchirappalli,Tamil Nadu,Tiruchchirappalli
TSA,RCSS,Taipei Songshan Airport,TPE,TW,Taipei,Taipei,
TSB,FYTM,Tsumeb,TSB,NA,Tsumeb,Oshikoto,
TSC,SETH,Taisha,TSC,EC,Taisha,Morona-Santiago,
TSD,,Tshipise,TSD,ZA,Messina,Limpopo,Vhembe District Municipality
TSF,LIPH,Treviso Airport,VCE,IT,Treviso,Veneto,Provincia di Treviso
TSG,TSG,Intermediate,TSG,US,,,
TSH,FZUK,Tshikapa,TSH,CD,Tshikapa,Kasai-Occidental,
TSI,,Tsili Tsili,TSI,PG,,,
TSJ,RJDT,Tsushima Airport,TSJ,JP,Busan,Busan,
TSK,,Taskul,TSK,PG,Kavieng,New Ireland,
TSL,MMTN,Tamuin,TSL,MX,Tamuin,San Luis Potosi,
TSM,KSKX,Taos,TSM,US,Taos,New Mexico,Taos County
TSN,ZBTJ,Tianjin Binhai International Airport,TSN,CN,,,
TSO,,Tresco,ISC,GB,Hugh Town,England,Isles of Scilly
TSP,KTSP,Kern County,TSP,US,Tehachapi,California,Kern County
TSQ,SBTR,Torres,TSQ,BR,Torres,Rio Grande do Sul,Torres
TSR,LRTR,Timisoara Traian Vuia International Airport,TSR,RO,Giarmata-Vii,Timis,Comuna Ghiroda
TSS,,East 34th St Heliport,NYC,US,East Newark,New Jersey,Hudson County
TST,VTST,Trang Airport,TST,TH,Trang,Trang,
TSU,NGTS,Tabiteuea South,TSU,KI,Temaiku Village,Gilbert Islands,Tarawa
TSV,YBTL,Townsville Airport,TSV,AU,Townsville,Queensland,Townsville
TSW,AYTS,Tsewi,TSW,PG,,,
TSX,WALT,Tanjung Santan,TSX,ID,Bontang Baru,East Kalimantan,
TSY,WICM,Tasikmalaya,TSY,ID,Jati,West Java,
TSZ,ZMTG,Tsetserleg,TSZ,MN,Jargalant,Arhangay,
TTA,GMAT,Tan Tan Airport,TTA,MA,Tan-Tan,Guelmim-Es Smara,
TTB,LIET,Arbatax,TTB,IT,Tortoli,Sardinia,Provincia di Ogliastra
TTC,SCTT,Taltal,TTC,CL,Taltal,Antofagasta,
TTD,KTTD,Troutdale,TTD,US,La Center,Washington,Clark County
TTE,WAEE,Babullah Airport,TTE,ID,Ternate,Maluku Utara,
TTG,SAST,Tartagal,TTG,AR,Tartagal,Salta,
TTH,OOTH,Thumrait,TTH,OM,Salalah,Zufar,
TTI,NTTE,Tetiaroa Island,TTI,PF,Mahina,Iles du Vent,
TTJ,RJOR,Tottori Airport,TTJ,JP,Tottori,Tottori,
TTL,NFUL,Turtle Island,TTL,FJ,,,
TTM,,Tablon De Tamara,TTM,CO,Pore,Casanare,
TTN,KTTN,Trenton-Mercer Airport,PHL,US,Ewing,New Jersey,Mercer County
TTO,KBTN,Britton Municipal Airport,TTO,US,Britton,South Dakota,Marshall County
TTQ,MRAO,Tortuquero,TTQ,CR,Cariari,Limon,Canton de Pococi
TTR,WAWT,Tana Toraja,TTR,ID,Tangratte,South Sulawesi,
TTS,FMNT,Tsaratanana,TTS,MG,,,
TTT,RCFN,Taitung Airport,TTT,TW,Taitung City,Taiwan,
TTU,GMTN,Sania Ramel,TTU,MA,Tetouan,Tanger-Tetouan,
TTW,,Tissa Tank,TTW,LK,Wattegama,Uva,
TTX,YTST,Mungalalu Truscott Airbase,TTX,AU,,,
TUA,SETU,Tulcan,TUA,EC,Tulcan,Carchi,
TUB,NTAT,Tubuai,TUB,PF,Moerai,Iles Australes,
TUC,SANT,Benj Matienzo,TUC,AR,San Miguel de Tucuman,Tucuman,
TUD,GOTT,Tambacounda,TUD,SN,Tambacounda,Tambacounda,
TUE,,Tupile,TUE,PA,Nombre de Dios,Colon,
TUF,LFOT,Val de Loire Airport,TUF,FR,Parcay-Meslay,Centre,Departement d'Indre-et-Loire
TUG,RPUT,Tuguegarao Airport,TUG,PH,Carig,Cagayan Valley,Province of Cagayan
TUH,,Arnold AFS,THA,US,Tullahoma,Tennessee,Coffee County
TUI,OETR,Turaif Airport,TUI,SA,Turayf,Northern Borders,
TUJ,,Tum,TUJ,ET,Bako,"Southern Nations, Nationalities, and People's Region",
TUK,OPTU,Turbat Airport,TUK,PK,Turbat,Balochistan,
TUL,KTUL,Tulsa International Airport,TUL,US,Owasso,Oklahoma,Tulsa County
TUM,YTMU,Tumut,TUM,AU,Tumut,New South Wales,Tumut Shire
TUN,DTTA,Tunis-Carthage International Airport,TUN,TN,Ariana,Ariana,
TUO,NZAP,Taupo Airport,TUO,NZ,Taupo,Waikato,Taupo District
TUP,KTUP,Tupelo Regional Airport,TUP,US,Tupelo,Mississippi,Lee County
TUQ,DFOT,Tougan,TUQ,BF,Tougan,Boucle du Mouhoun,Province du Sourou
TUR,SBTU,Tucurui,TUR,BR,Tucurui,Para,Tucurui
TUS,KTUS,Tucson International Airport,TUS,US,Summit,Arizona,Pima County
TUT,,Tauta,TUT,PG,,,
TUU,OETB,Tabuk Regional Airport,TUU,SA,Tabuk,Mintaqat Tabuk,
TUV,SVTC,Tucupita,TUV,VE,Tucupita,Delta Amacuro,Municipio Tucupita
TUW,,Tubala,TUW,PA,Mulatupo,Guna Yala,
TUX,CBX7,Tumbler Ridge,TUX,CA,Tumbler Ridge,British Columbia,
TUY,MMTU,Tulum,TUY,MX,Tulum,Quintana Roo,
TUZ,,Tucuma,TUZ,BR,Tupa,Sao Paulo,Tupa
TVA,FMMR,Morafenobe,TVA,MG,Mahabe,Melaky,
TVC,KTVC,Cherry Capital Airport,TVC,US,Traverse City,Michigan,Grand Traverse County
TVF,KTVF,Thief River Falls Regional Airport,TVF,US,Thief River Falls,Minnesota,Pennington County
TVI,KTVI,Thomasville Municipal Airport,TVI,US,Thomasville,Georgia,Thomas County
TVL,KTVL,South Lake Tahoe,TVL,US,South Lake Tahoe,California,El Dorado County
TVS,ZBTS,Tangshan Sannuhe Airport,TVS,CN,Fengrun,Hebei,
TVU,NFNM,Matei Airport,TVU,FJ,Lambasa,Northern,
TVY,VYDW,Dawe Airport,TVY,MM,Dawei,Tanintharyi,
TWA,A63,Twin Hills,TWA,US,,,
TWB,YTWB,Toowoomba,TWB,AU,Wilsonton Heights,Queensland,Toowoomba
TWC,,Tumxuk Tangwangcheng Airport,TWC,CN,Aqal,Xinjiang Uygur Zizhiqu,
TWD,K0S9,Port Townsend,TWD,US,Port Townsend,Washington,Jefferson County
TWE,AK49,Taylor,TWE,US,,,
TWF,KTWF,Magic Valley Regional Airport,TWF,US,Twin Falls,Idaho,Twin Falls County
TWH,,Two Harbors,AVX,US,Avalon,California,Los Angeles County
TWN,,Tewantin,TWN,AU,Noosaville,Queensland,Sunshine Coast
TWP,,Torwood,TWP,AU,,,
TWT,RPMN,Tawitawi,TWT,PH,Bongao,Autonomous Region in Muslim Mindanao,Province of Tawi-Tawi
TWU,WBKW,Tawau Airport,TWU,MY,Tawau,Sabah,Bahagian Tawau
TWY,AYTW,Tawa,TWY,PG,,,
TWZ,NZUK,Pukaki/Twizel,MON,NZ,Pleasant Point,Canterbury,Timaru District
TXC,UMIO,Balbasovo Air Base,TXC,BY,Orsha,,
TXE,WITK,Rembele Airport,TXE,ID,Simpang Teritit,Aceh,
TXF,SNTF,Teixeira de Freitas Airport,TXF,BR,Teixeira,Paraiba,Teixeira
TXG,,Taichung,TXG,TW,Taichung,Taiwan,Taichung City
TXK,KTXK,Texarkana Municipal Airport,TXK,US,Texarkana,Arkansas,Miller County
TXL,EDDT,Tegel Airport,BER,DE,Tegel,Berlin,
TXM,WAST,Teminabuan,TXM,ID,Teminabuan,West Papua,
TXN,ZSTX,Huangshan Tunxi International Airport,TXN,CN,Yiqi,Anhui Sheng,
TXR,YTNB,Tanbar,TXR,AU,,,
TXU,DITB,Tabou,TXU,CI,Tabou,Bas-Sassandra,
TYA,UUBT,Tula,TYA,RU,Tula,Tula,
TYB,YTIB,Tibooburra,TYB,AU,,,
TYC,ZBXX,Taiyuan Yaocheng Airport,TYC,CN,Mengfeng,Shanxi,Qingxu
TYD,UHBW,Tynda Airport,TYD,RU,Tynda,Amur,
TYE,TYE,Tyonek,TYE,US,Nikiski,Alaska,Kenai Peninsula Borough
TYF,ESST,Torsby Airport,TYF,SE,Torsby,Vaermland,Torsby Kommun
TYG,YTHY,Thylungra,TYG,AU,,,
TYL,SPYL,Captain FAP Victor Montes Arias Airport,TYL,PE,Talara,Piura,Provincia de Talara
TYM,MYES,Staniel Cay,TYM,BS,Black Point,Black Point,
